Lon Lat vE vN
21.00 38.80 18.19 0.45
21.05 38.80 17.72 -0.24
21.10 38.80 16.61 1.98
21.15 38.80 15.87 5.01
21.20 38.80 15.59 5.99
21.25 38.80 15.40 6.38
21.30 38.80 15.31 6.38
21.35 38.80 15.23 6.21
21.40 38.80 15.17 6.02
21.45 38.80 15.13 5.83
21.50 38.80 15.10 5.63
21.55 38.80 15.07 5.42
21.60 38.80 15.06 5.21
21.65 38.80 15.04 4.99
21.70 38.80 15.01 4.79
21.75 38.80 14.97 4.57
21.80 38.80 14.90 4.34
21.85 38.80 14.86 4.04
21.90 38.80 14.84 3.70
21.95 38.80 14.83 3.33
22.00 38.80 14.83 2.96
22.05 38.80 14.83 2.58
22.10 38.80 14.83 2.22
22.15 38.80 14.83 1.86
22.20 38.80 14.83 1.53
22.25 38.80 14.83 1.22
22.30 38.80 14.83 0.93
22.35 38.80 14.81 0.66
22.40 38.80 14.77 0.38
22.45 38.80 14.71 0.07
22.50 38.80 14.62 -0.40
22.55 38.80 14.55 -0.86
22.60 38.80 14.49 -1.31
22.65 38.80 14.44 -1.72
22.70 38.80 14.39 -2.10
22.75 38.80 14.34 -2.43
22.80 38.80 14.30 -2.73
22.85 38.80 14.24 -2.99
22.90 38.80 14.17 -3.22
22.95 38.80 14.07 -3.44
23.00 38.80 13.94 -3.68
23.05 38.80 13.82 -3.92
23.10 38.80 13.70 -4.17
23.15 38.80 13.57 -4.43
23.20 38.80 13.46 -4.71
23.25 38.80 13.37 -4.97
23.30 38.80 13.27 -5.19
23.35 38.80 13.16 -5.44
23.40 38.80 13.10 -5.69
23.45 38.80 13.05 -5.90
23.50 38.80 13.01 -6.25
23.55 38.80 12.92 -6.82
23.60 38.80 12.87 -7.32
23.65 38.80 12.80 -7.80
23.70 38.80 12.70 -8.22
23.75 38.80 12.67 -8.67
20.55 38.85 19.90 3.28
20.60 38.85 19.84 2.98
20.65 38.85 19.91 2.73
20.70 38.85 19.75 2.19
20.75 38.85 19.43 2.01
20.80 38.85 19.18 1.76
20.85 38.85 18.98 1.50
20.90 38.85 18.80 1.25
20.95 38.85 18.61 0.94
21.00 38.85 18.36 0.57
21.05 38.85 17.72 1.27
21.10 38.85 16.45 4.60
21.15 38.85 15.64 5.96
21.20 38.85 15.51 6.37
21.25 38.85 15.46 6.46
21.30 38.85 15.46 6.37
21.35 38.85 15.44 6.22
21.40 38.85 15.43 6.03
21.45 38.85 15.41 5.85
21.50 38.85 15.39 5.66
21.55 38.85 15.38 5.46
21.60 38.85 15.37 5.27
21.65 38.85 15.37 5.10
21.70 38.85 15.35 4.97
21.75 38.85 15.33 4.81
21.80 38.85 15.29 4.50
21.85 38.85 15.28 4.20
21.90 38.85 15.26 3.80
21.95 38.85 15.26 3.41
22.00 38.85 15.26 3.02
22.05 38.85 15.27 2.65
22.10 38.85 15.28 2.29
22.15 38.85 15.29 1.96
22.20 38.85 15.29 1.66
22.25 38.85 15.31 1.38
22.30 38.85 15.32 1.14
22.35 38.85 15.32 0.93
22.40 38.85 15.28 0.70
22.45 38.85 15.20 0.32
22.50 38.85 15.11 -0.18
22.55 38.85 15.03 -0.69
22.60 38.85 14.96 -1.15
22.65 38.85 14.89 -1.57
22.70 38.85 14.82 -1.94
22.75 38.85 14.75 -2.26
22.80 38.85 14.69 -2.53
22.85 38.85 14.63 -2.74
22.90 38.85 14.57 -2.89
22.95 38.85 14.51 -2.98
23.00 38.85 14.42 -3.19
23.05 38.85 14.32 -3.45
23.10 38.85 14.22 -3.65
23.15 38.85 14.11 -3.98
23.20 38.85 14.02 -4.34
23.25 38.85 13.92 -4.53
23.30 38.85 13.80 -4.73
23.35 38.85 13.65 -4.97
23.40 38.85 13.54 -5.38
23.45 38.85 13.56 -5.72
23.50 38.85 13.56 -6.23
23.55 38.85 13.57 -6.77
23.60 38.85 13.53 -7.30
23.65 38.85 13.53 -7.85
20.60 38.90 19.70 2.36
20.65 38.90 19.65 2.56
20.70 38.90 19.37 2.19
20.75 38.90 19.17 1.94
20.80 38.90 19.02 1.73
20.85 38.90 18.85 1.42
20.90 38.90 18.73 1.34
20.95 38.90 18.59 1.15
21.00 38.90 18.23 1.30
21.05 38.90 17.13 3.67
21.10 38.90 16.22 6.05
21.15 38.90 15.83 6.94
21.20 38.90 15.65 6.84
21.25 38.90 15.63 6.63
21.30 38.90 15.65 6.40
21.35 38.90 15.66 6.22
21.40 38.90 15.66 6.04
21.45 38.90 15.66 5.85
21.50 38.90 15.66 5.67
21.55 38.90 15.66 5.49
21.60 38.90 15.66 5.32
21.65 38.90 15.67 5.16
21.70 38.90 15.69 5.03
21.75 38.90 15.72 4.90
21.80 38.90 15.77 4.84
21.85 38.90 15.72 4.31
21.90 38.90 15.71 3.87
21.95 38.90 15.70 3.46
22.00 38.90 15.70 3.08
22.05 38.90 15.70 2.71
22.10 38.90 15.70 2.36
22.15 38.90 15.71 2.04
22.20 38.90 15.71 1.75
22.25 38.90 15.72 1.50
22.30 38.90 15.74 1.29
22.35 38.90 15.77 1.21
22.40 38.90 15.86 1.18
22.45 38.90 15.75 0.71
22.50 38.90 15.62 -0.02
22.55 38.90 15.50 -0.56
22.60 38.90 15.40 -1.04
22.65 38.90 15.30 -1.47
22.70 38.90 15.21 -1.85
22.75 38.90 15.12 -2.16
22.80 38.90 15.03 -2.42
22.85 38.90 14.95 -2.62
22.90 38.90 14.88 -2.73
22.95 38.90 14.81 -2.76
23.00 38.90 14.73 -3.00
23.05 38.90 14.62 -3.18
23.10 38.90 14.63 -3.32
23.15 38.90 14.60 -3.59
23.20 38.90 14.57 -3.86
23.25 38.90 14.47 -4.08
23.30 38.90 14.32 -4.28
23.35 38.90 14.22 -4.60
23.40 38.90 14.23 -5.05
23.45 38.90 14.24 -5.63
23.50 38.90 14.25 -6.19
23.55 38.90 14.25 -6.77
20.60 38.95 19.42 2.47
20.65 38.95 19.28 2.37
20.70 38.95 19.11 2.14
20.75 38.95 18.94 1.88
20.80 38.95 18.83 1.75
20.85 38.95 18.74 1.65
20.90 38.95 18.60 1.66
20.95 38.95 18.41 1.88
21.00 38.95 18.02 3.05
21.05 38.95 16.93 5.25
21.10 38.95 16.09 6.51
21.15 38.95 15.96 6.85
21.20 38.95 15.91 6.89
21.25 38.95 15.90 6.67
21.30 38.95 15.91 6.41
21.35 38.95 15.91 6.22
21.40 38.95 15.91 6.04
21.45 38.95 15.91 5.86
21.50 38.95 15.91 5.68
21.55 38.95 15.91 5.51
21.60 38.95 15.93 5.35
21.65 38.95 15.96 5.20
21.70 38.95 16.00 5.06
21.75 38.95 16.05 4.93
21.80 38.95 16.09 4.73
21.85 38.95 16.13 4.34
21.90 38.95 16.13 3.91
21.95 38.95 16.12 3.51
22.00 38.95 16.12 3.12
22.05 38.95 16.12 2.74
22.10 38.95 16.11 2.40
22.15 38.95 16.11 2.09
22.20 38.95 16.10 1.81
22.25 38.95 16.09 1.56
22.30 38.95 16.08 1.35
22.35 38.95 16.08 1.16
22.40 38.95 16.08 0.88
22.45 38.95 16.08 0.47
22.50 38.95 16.02 -0.02
22.55 38.95 15.90 -0.52
22.60 38.95 15.79 -1.00
22.65 38.95 15.68 -1.43
22.70 38.95 15.58 -1.81
22.75 38.95 15.48 -2.13
22.80 38.95 15.37 -2.39
22.85 38.95 15.26 -2.59
22.90 38.95 15.18 -2.74
22.95 38.95 15.11 -2.86
23.00 38.95 15.05 -2.97
23.05 38.95 15.00 -3.09
23.10 38.95 15.01 -3.15
23.15 38.95 15.07 -3.08
23.20 38.95 15.02 -3.53
23.25 38.95 15.01 -3.79
23.30 38.95 14.96 -4.05
23.35 38.95 14.93 -4.37
23.40 38.95 14.97 -4.85
23.45 38.95 15.01 -5.47
23.50 38.95 15.00 -6.15
20.65 39.00 18.78 2.09
20.70 39.00 18.68 2.22
20.75 39.00 18.50 2.06
20.80 39.00 18.43 2.05
20.85 39.00 18.35 2.32
20.90 39.00 18.22 2.87
20.95 39.00 18.03 3.73
21.00 39.00 17.75 4.81
21.05 39.00 17.14 6.03
21.10 39.00 16.57 6.85
21.15 39.00 16.29 6.95
21.20 39.00 16.23 6.79
21.25 39.00 16.21 6.62
21.30 39.00 16.19 6.41
21.35 39.00 16.16 6.22
21.40 39.00 16.15 6.04
21.45 39.00 16.14 5.86
21.50 39.00 16.14 5.69
21.55 39.00 16.15 5.52
21.60 39.00 16.18 5.36
21.65 39.00 16.22 5.22
21.70 39.00 16.28 5.07
21.75 39.00 16.35 4.91
21.80 39.00 16.43 4.67
21.85 39.00 16.49 4.33
21.90 39.00 16.53 3.93
21.95 39.00 16.55 3.52
22.00 39.00 16.55 3.12
22.05 39.00 16.54 2.76
22.10 39.00 16.52 2.42
22.15 39.00 16.49 2.11
22.20 39.00 16.47 1.83
22.25 39.00 16.44 1.59
22.30 39.00 16.43 1.36
22.35 39.00 16.43 1.12
22.40 39.00 16.46 0.82
22.45 39.00 16.47 0.43
22.50 39.00 16.44 -0.03
22.55 39.00 16.36 -0.51
22.60 39.00 16.25 -0.98
22.65 39.00 16.11 -1.41
22.70 39.00 15.96 -1.78
22.75 39.00 15.82 -2.10
22.80 39.00 15.68 -2.38
22.85 39.00 15.55 -2.60
22.90 39.00 15.46 -2.76
22.95 39.00 15.38 -2.88
23.00 39.00 15.33 -3.00
23.05 39.00 15.30 -3.10
23.10 39.00 15.31 -3.17
23.15 39.00 15.33 -3.22
23.20 39.00 15.35 -3.42
23.25 39.00 15.38 -3.73
23.30 39.00 15.40 -4.00
23.35 39.00 15.40 -4.25
23.40 39.00 15.46 -4.67
23.45 39.00 15.54 -5.20
20.65 39.05 18.40 2.11
20.70 39.05 18.43 2.22
20.75 39.05 18.38 2.14
20.80 39.05 18.10 2.09
20.85 39.05 17.70 2.38
20.90 39.05 17.27 3.01
20.95 39.05 16.88 3.92
21.00 39.05 16.58 5.08
21.05 39.05 16.43 6.24
21.10 39.05 16.49 6.90
21.15 39.05 16.56 6.98
21.20 39.05 16.50 6.80
21.25 39.05 16.45 6.61
21.30 39.05 16.43 6.42
21.35 39.05 16.41 6.22
21.40 39.05 16.38 6.03
21.45 39.05 16.36 5.86
21.50 39.05 16.36 5.69
21.55 39.05 16.36 5.52
21.60 39.05 16.38 5.37
21.65 39.05 16.43 5.22
21.70 39.05 16.51 5.08
21.75 39.05 16.64 4.91
21.80 39.05 16.79 4.66
21.85 39.05 16.93 4.33
21.90 39.05 17.01 3.93
21.95 39.05 17.03 3.52
22.00 39.05 17.02 3.12
22.05 39.05 16.98 2.76
22.10 39.05 16.93 2.42
22.15 39.05 16.86 2.11
22.20 39.05 16.80 1.84
22.25 39.05 16.76 1.60
22.30 39.05 16.75 1.36
22.35 39.05 16.79 1.11
22.40 39.05 16.88 0.81
22.45 39.05 16.96 0.43
22.50 39.05 16.98 -0.03
22.55 39.05 16.92 -0.51
22.60 39.05 16.80 -0.98
22.65 39.05 16.63 -1.42
22.70 39.05 16.41 -1.79
22.75 39.05 16.15 -2.08
22.80 39.05 15.94 -2.35
22.85 39.05 15.79 -2.59
22.90 39.05 15.65 -2.77
22.95 39.05 15.56 -2.90
23.00 39.05 15.51 -3.01
23.05 39.05 15.46 -3.11
23.10 39.05 15.45 -3.17
23.15 39.05 15.51 -3.24
23.20 39.05 15.61 -3.42
23.25 39.05 15.71 -3.69
23.30 39.05 15.73 -3.99
23.35 39.05 15.78 -4.30
23.40 39.05 15.70 -4.48
